timestamp,node_id,subsystem,sensor,parameter,value_raw,value_hrf
2018/08/25 00:08:17,001e0610ee41,metsense,bmp180,pressure,9932400,993.24
2018/08/25 00:08:17,001e0610ee41,metsense,bmp180,temperature,NA,19.79
2018/08/25 00:08:17,001e0610ee41,metsense,htu21d,temperature,NA,19.51
2018/08/25 00:08:17,001e0610ee41,metsense,tsys01,temperature,NA,19.44
2018/08/25 00:08:18,001e0610ba8f,metsense,bmp180,pressure,9926300,992.63
2018/08/25 00:08:18,001e0610ba8f,metsense,bmp180,temperature,NA,20.6
2018/08/25 00:08:18,001e0610ba8f,metsense,htu21d,humidity,NA,79.04
2018/08/25 00:08:18,001e0610ba8f,metsense,htu21d,temperature,NA,19.96
2018/08/25 00:08:18,001e0610ba8f,metsense,tsys01,temperature,NA,20.57
2018/08/25 00:08:19,001e0610ee33,metsense,bmp180,pressure,9924000,992.4
2018/08/25 00:08:19,001e0610ee33,metsense,bmp180,temperature,NA,21.0
2018/08/25 00:08:19,001e0610ee33,metsense,htu21d,humidity,NA,72.67
2018/08/25 00:08:19,001e0610ee33,metsense,htu21d,temperature,NA,20.81
2018/08/25 00:08:19,001e0610ee33,metsense,tsys01,temperature,NA,21.15
2018/08/25 00:08:19,001e061144be,metsense,bmp180,pressure,9995328,985.18
2018/08/25 00:08:19,001e061144be,metsense,bmp180,temperature,27872,46.6
2018/08/25 00:08:19,001e061144be,metsense,htu21d,humidity,39802,69.91
2018/08/25 00:08:19,001e061144be,metsense,htu21d,temperature,25348,21.11
2018/08/25 00:08:19,001e061144be,metsense,tsys01,temperature,9722282,22.16
2018/08/25 00:08:20,001e0610bc10,metsense,bmp180,pressure,10893920,1035.37
2018/08/25 00:08:20,001e0610bc10,metsense,bmp180,temperature,24439,25.9
2018/08/25 00:08:20,001e0610bc10,metsense,htu21d,humidity,42166,74.42
2018/08/25 00:08:20,001e0610bc10,metsense,htu21d,temperature,24944,20.03
2018/08/25 00:08:20,001e0610bc10,metsense,tsys01,temperature,9664056,20.19
2018/08/25 00:08:20,001e06113cf1,metsense,bmp180,pressure,10174048,1018.77
2018/08/25 00:08:20,001e06113cf1,metsense,bmp180,temperature,28697,51.3
2018/08/25 00:08:20,001e06113cf1,metsense,htu21d,humidity,41142,72.47
2018/08/25 00:08:20,001e06113cf1,metsense,htu21d,temperature,25072,20.37
2018/08/25 00:08:20,001e06113cf1,metsense,tsys01,temperature,9672532,20.48
2018/08/25 00:08:21,001e06115365,metsense,bmp180,pressure,10177696,1026.34
2018/08/25 00:08:21,001e06115365,metsense,bmp180,temperature,29186,54.0
2018/08/25 00:08:21,001e06115365,metsense,htu21d,humidity,38998,68.38
2018/08/25 00:08:21,001e06115365,metsense,htu21d,temperature,25416,21.3
2018/08/25 00:08:21,001e06115365,metsense,tsys01,temperature,9725036,22.25
2018/08/25 00:08:22,001e061135cb,metsense,bmp180,pressure,9909100,990.91
2018/08/25 00:08:22,001e061135cb,metsense,bmp180,temperature,NA,19.29
2018/08/25 00:08:22,001e061135cb,metsense,htu21d,humidity,NA,80.35
2018/08/25 00:08:22,001e061135cb,metsense,htu21d,temperature,NA,19.31
2018/08/25 00:08:22,001e061135cb,metsense,tsys01,temperature,NA,19.94
2018/08/25 00:08:23,001e0610bbf9,metsense,bmp180,pressure,11017248,1015.46
2018/08/25 00:08:23,001e0610bbf9,metsense,bmp180,temperature,22598,13.7
2018/08/25 00:08:23,001e0610bbf9,metsense,htu21d,humidity,47918,85.39
2018/08/25 00:08:23,001e0610bbf9,metsense,htu21d,temperature,24332,18.39
2018/08/25 00:08:23,001e0610bbf9,metsense,tsys01,temperature,9639018,19.34
2018/08/25 00:08:23,001e06113a48,metsense,bmp180,pressure,9991136,960.03
2018/08/25 00:08:23,001e06113a48,metsense,bmp180,temperature,26224,36.9
2018/08/25 00:08:23,001e06113a48,metsense,htu21d,humidity,42714,75.47
2018/08/25 00:08:23,001e06113a48,metsense,htu21d,temperature,25076,20.39
2018/08/25 00:08:23,001e06113a48,metsense,tsys01,temperature,9662752,20.15
2018/08/25 00:08:24,001e0610bbff,metsense,bmp180,pressure,9920900,992.09
2018/08/25 00:08:24,001e0610bbff,metsense,bmp180,temperature,NA,19.5
2018/08/25 00:08:24,001e0610bbff,metsense,tsys01,temperature,NA,19.52
2018/08/25 00:08:24,001e06113acb,metsense,bmp180,pressure,10387616,1033.25
2018/08/25 00:08:24,001e06113acb,metsense,bmp180,temperature,27948,47.0
2018/08/25 00:08:24,001e06113acb,metsense,htu21d,humidity,44286,78.47
2018/08/25 00:08:24,001e06113acb,metsense,htu21d,temperature,24612,19.14
2018/08/25 00:08:24,001e06113acb,metsense,tsys01,temperature,9635564,19.22
2018/08/25 00:08:27,001e0610fb4c,metsense,bmp180,pressure,9921800,992.18
2018/08/25 00:08:27,001e0610fb4c,metsense,bmp180,temperature,NA,19.5
2018/08/25 00:08:27,001e0610fb4c,metsense,tsys01,temperature,NA,19.41
2018/08/25 00:08:27,001e0611536c,metsense,bmp180,pressure,10032864,975.31
2018/08/25 00:08:27,001e0611536c,metsense,bmp180,temperature,26906,40.9
2018/08/25 00:08:27,001e0611536c,metsense,htu21d,humidity,42958,75.93
2018/08/25 00:08:27,001e0611536c,metsense,htu21d,temperature,24824,19.71
2018/08/25 00:08:29,001e0610ee43,metsense,bmp180,pressure,10762752,1002.99
2018/08/25 00:08:29,001e0610ee43,metsense,bmp180,temperature,23460,19.5
2018/08/25 00:08:29,001e0610ee43,metsense,htu21d,humidity,36934,64.44
2018/08/25 00:08:29,001e0610ee43,metsense,htu21d,temperature,25708,22.08
2018/08/25 00:08:29,001e0610ee43,metsense,tsys01,temperature,9730094,22.42
2018/08/25 00:08:30,001e0610e540,metsense,bmp180,pressure,9955700,995.57
2018/08/25 00:08:30,001e0610e540,metsense,bmp180,temperature,NA,21.7
2018/08/25 00:08:30,001e0610e540,metsense,tsys01,temperature,NA,19.82
2018/08/25 00:08:30,001e0610eef4,metsense,bmp180,pressure,9909200,990.92
2018/08/25 00:08:30,001e0610eef4,metsense,bmp180,temperature,NA,19.04
2018/08/25 00:08:30,001e0610eef4,metsense,htu21d,humidity,NA,81.08
2018/08/25 00:08:30,001e0610eef4,metsense,htu21d,temperature,NA,19.37
2018/08/25 00:08:30,001e0610eef4,metsense,tsys01,temperature,NA,19.55
2018/08/25 00:08:31,001e0610f05c,metsense,bmp180,pressure,11073632,1038.05
2018/08/25 00:08:31,001e0610f05c,metsense,bmp180,temperature,23456,19.5
2018/08/25 00:08:31,001e0610f05c,metsense,htu21d,temperature,24704,19.39
2018/08/25 00:08:31,001e0610f05c,metsense,tsys01,temperature,9663186,20.16
2018/08/25 00:08:31,001e061146ba,metsense,bmp180,pressure,10159584,988.66
2018/08/25 00:08:31,001e061146ba,metsense,bmp180,temperature,26802,40.3
2018/08/25 00:08:31,001e061146ba,metsense,htu21d,humidity,43622,77.2
2018/08/25 00:08:31,001e061146ba,metsense,htu21d,temperature,24788,19.61
2018/08/25 00:08:31,001e061146ba,metsense,tsys01,temperature,9675332,20.57
2018/08/25 00:08:32,001e0610ef27,metsense,bmp180,pressure,9935000,993.5
2018/08/25 00:08:32,001e0610ef27,metsense,bmp180,temperature,NA,20.29
2018/08/25 00:08:32,001e0610ef27,metsense,htu21d,temperature,NA,3.22
2018/08/25 00:08:32,001e0610ef27,metsense,tsys01,temperature,NA,19.88
2018/08/25 00:08:33,001e0610bc12,metsense,bmp180,temperature,28874,52.3
2018/08/25 00:08:33,001e0610bc12,metsense,htu21d,humidity,42666,75.38
2018/08/25 00:08:33,001e0610bc12,metsense,htu21d,temperature,24972,20.11
2018/08/25 00:08:33,001e0610bc12,metsense,tsys01,temperature,9662246,20.13
2018/08/25 00:08:33,001e0610e537,metsense,bmp180,pressure,10581184,987.7
2018/08/25 00:08:33,001e0610e537,metsense,bmp180,temperature,23755,21.5
2018/08/25 00:08:33,001e0610e537,metsense,htu21d,humidity,41834,73.79
2018/08/25 00:08:33,001e0610e537,metsense,htu21d,temperature,24796,19.63
2018/08/25 00:08:33,001e0610e537,metsense,tsys01,temperature,9651296,19.76
2018/08/25 00:08:35,001e0610e809,metsense,bmp180,pressure,9931700,993.17
2018/08/25 00:08:35,001e0610e809,metsense,bmp180,temperature,NA,20.45
2018/08/25 00:08:35,001e0610e809,metsense,htu21d,temperature,NA,19.6
2018/08/25 00:08:35,001e0610e809,metsense,tsys01,temperature,NA,-7.64
2018/08/25 00:08:35,001e0610ee36,metsense,bmp180,pressure,10902912,1032.96
2018/08/25 00:08:35,001e0610ee36,metsense,bmp180,temperature,24244,24.6
2018/08/25 00:08:35,001e0610ee36,metsense,htu21d,humidity,38206,66.87
2018/08/25 00:08:35,001e0610ee36,metsense,htu21d,temperature,25532,21.61
2018/08/25 00:08:35,001e0610ee36,metsense,tsys01,temperature,9722478,22.16
2018/08/25 00:08:36,001e0610ee5d,metsense,bmp180,pressure,10953248,1035.2
2018/08/25 00:08:36,001e0610ee5d,metsense,bmp180,temperature,24047,23.4
2018/08/25 00:08:36,001e0610ee5d,metsense,htu21d,humidity,41822,73.77
2018/08/25 00:08:36,001e0610ee5d,metsense,htu21d,temperature,24856,19.8
2018/08/25 00:08:36,001e0610ee5d,metsense,tsys01,temperature,9675660,20.58
2018/08/25 00:08:37,001e0610e532,metsense,bmp180,pressure,9956000,995.6
2018/08/25 00:08:37,001e0610e532,metsense,bmp180,temperature,NA,23.15
2018/08/25 00:08:37,001e0610e532,metsense,htu21d,humidity,NA,64.69
2018/08/25 00:08:37,001e0610e532,metsense,htu21d,temperature,NA,22.59
2018/08/25 00:08:37,001e0610e532,metsense,tsys01,temperature,NA,23.19
2018/08/25 00:08:37,001e061130f4,metsense,bmp180,pressure,10705504,990.22
2018/08/25 00:08:37,001e061130f4,metsense,bmp180,temperature,23112,17.2
2018/08/25 00:08:37,001e061130f4,metsense,htu21d,humidity,42618,75.28
2018/08/25 00:08:37,001e061130f4,metsense,htu21d,temperature,25068,20.36
2018/08/25 00:08:37,001e061130f4,metsense,tsys01,temperature,9674386,20.54
2018/08/25 00:08:38,001e06109416,metsense,bmp180,pressure,10867200,1069.82
2018/08/25 00:08:38,001e06109416,metsense,bmp180,temperature,26656,39.4
2018/08/25 00:08:38,001e06109416,metsense,htu21d,humidity,42698,75.44
2018/08/25 00:08:38,001e06109416,metsense,htu21d,temperature,24960,20.07
2018/08/25 00:08:38,001e06109416,metsense,tsys01,temperature,9638622,19.32
2018/08/25 00:08:38,001e06113ad8,metsense,bmp180,pressure,10171776,1017.16
2018/08/25 00:08:38,001e06113ad8,metsense,bmp180,temperature,28605,50.8
2018/08/25 00:08:38,001e06113ad8,metsense,htu21d,temperature,19196,4.62
2018/08/25 00:08:38,001e06113ad8,metsense,tsys01,temperature,9658638,20.01
2018/08/25 00:08:38,001e0611462f,metsense,bmp180,pressure,9620288,934.37
2018/08/25 00:08:38,001e0611462f,metsense,bmp180,temperature,27448,44.1
2018/08/25 00:08:38,001e0611462f,metsense,htu21d,humidity,41058,72.31
2018/08/25 00:08:38,001e0611462f,metsense,htu21d,temperature,24652,19.25
2018/08/25 00:08:38,001e0611462f,metsense,tsys01,temperature,9645754,19.56
2018/08/25 00:08:41,001e0610b9e9,metsense,bmp180,pressure,10732480,1017.63
2018/08/25 00:08:41,001e0610b9e9,metsense,bmp180,temperature,24481,26.1
2018/08/25 00:08:41,001e0610b9e9,metsense,htu21d,humidity,42814,75.66
2018/08/25 00:08:41,001e0610b9e9,metsense,htu21d,temperature,24660,19.27
2018/08/25 00:08:41,001e0610b9e9,metsense,tsys01,temperature,9658496,20.0
2018/08/25 00:08:41,001e0610ba8f,metsense,bmp180,pressure,9926000,992.6
2018/08/25 00:08:41,001e0610ba8f,metsense,bmp180,temperature,NA,20.55
2018/08/25 00:08:41,001e0610ba8f,metsense,htu21d,humidity,NA,79.17
2018/08/25 00:08:41,001e0610ba8f,metsense,htu21d,temperature,NA,19.89
2018/08/25 00:08:41,001e0610ba8f,metsense,tsys01,temperature,NA,20.49
2018/08/25 00:08:41,001e0610ee41,metsense,bmp180,pressure,9932100,993.21
2018/08/25 00:08:41,001e0610ee41,metsense,bmp180,temperature,NA,19.79
2018/08/25 00:08:41,001e0610ee41,metsense,htu21d,temperature,NA,19.47
2018/08/25 00:08:41,001e0610ee41,metsense,tsys01,temperature,NA,19.4
2018/08/25 00:08:41,001e06113d22,metsense,bmp180,pressure,9620576,937.5
2018/08/25 00:08:41,001e06113d22,metsense,bmp180,temperature,27666,45.4
2018/08/25 00:08:41,001e06113d22,metsense,htu21d,humidity,46758,83.18
2018/08/25 00:08:41,001e06113d22,metsense,htu21d,temperature,24960,20.07
2018/08/25 00:08:41,001e06113d22,metsense,tsys01,temperature,9648592,19.66
2018/08/25 00:08:41,001e06113f54,metsense,bmp180,pressure,10109952,1000.84
2018/08/25 00:08:41,001e06113f54,metsense,bmp180,temperature,28003,47.3
2018/08/25 00:08:41,001e06113f54,metsense,htu21d,humidity,44082,78.08
2018/08/25 00:08:41,001e06113f54,metsense,htu21d,temperature,24596,19.1
2018/08/25 00:08:41,001e06113f54,metsense,tsys01,temperature,9635870,19.23
2018/08/25 00:08:43,001e0610ee82,metsense,bmp180,pressure,9916400,991.64
2018/08/25 00:08:43,001e0610ee82,metsense,bmp180,temperature,NA,20.1
2018/08/25 00:08:43,001e0610ee82,metsense,htu21d,humidity,NA,75.52
2018/08/25 00:08:43,001e0610ee82,metsense,htu21d,temperature,NA,20.43
2018/08/25 00:08:43,001e0610ee82,metsense,tsys01,temperature,NA,20.64
2018/08/25 00:08:44,001e061144be,metsense,bmp180,pressure,9995616,985.22
2018/08/25 00:08:44,001e061144be,metsense,bmp180,temperature,27872,46.6
2018/08/25 00:08:44,001e061144be,metsense,htu21d,humidity,39818,69.94
2018/08/25 00:08:44,001e061144be,metsense,htu21d,temperature,25376,21.19
2018/08/25 00:08:44,001e061144be,metsense,tsys01,temperature,9716974,21.97
2018/08/25 00:08:45,001e0610ee33,metsense,bmp180,pressure,9923600,992.36
2018/08/25 00:08:45,001e0610ee33,metsense,bmp180,temperature,NA,21.0
2018/08/25 00:08:45,001e0610ee33,metsense,htu21d,humidity,NA,72.61
2018/08/25 00:08:45,001e0610ee33,metsense,htu21d,temperature,NA,20.86
2018/08/25 00:08:45,001e0610ee33,metsense,tsys01,temperature,NA,21.16
2018/08/25 00:08:45,001e061135cb,metsense,bmp180,pressure,9909200,990.92
2018/08/25 00:08:45,001e061135cb,metsense,bmp180,temperature,NA,19.29
2018/08/25 00:08:45,001e061135cb,metsense,htu21d,humidity,NA,80.46
2018/08/25 00:08:45,001e061135cb,metsense,htu21d,temperature,NA,19.29
2018/08/25 00:08:45,001e061135cb,metsense,tsys01,temperature,NA,19.89
2018/08/25 00:08:45,001e06113cf1,metsense,bmp180,pressure,10171648,1018.59
2018/08/25 00:08:45,001e06113cf1,metsense,bmp180,temperature,28707,51.3
2018/08/25 00:08:45,001e06113cf1,metsense,htu21d,humidity,41038,72.27
2018/08/25 00:08:45,001e06113cf1,metsense,htu21d,temperature,25100,20.45
2018/08/25 00:08:45,001e06113cf1,metsense,tsys01,temperature,9675246,20.56
2018/08/25 00:08:46,001e0610bc10,metsense,bmp180,pressure,10893600,1035.33
2018/08/25 00:08:46,001e0610bc10,metsense,bmp180,temperature,24438,25.9
2018/08/25 00:08:46,001e0610bc10,metsense,htu21d,humidity,42062,74.22
2018/08/25 00:08:46,001e0610bc10,metsense,htu21d,temperature,24944,20.03
2018/08/25 00:08:46,001e0610bc10,metsense,tsys01,temperature,9663818,20.18
2018/08/25 00:08:46,001e06115365,metsense,bmp180,pressure,10175840,1026.28
2018/08/25 00:08:46,001e06115365,metsense,bmp180,temperature,29197,54.1
2018/08/25 00:08:46,001e06115365,metsense,htu21d,humidity,38850,68.1
2018/08/25 00:08:46,001e06115365,metsense,htu21d,temperature,25452,21.39
2018/08/25 00:08:46,001e06115365,metsense,tsys01,temperature,9728964,22.38
2018/08/25 00:08:48,001e0610bbf9,metsense,bmp180,pressure,11014112,1015.47
2018/08/25 00:08:48,001e0610bbf9,metsense,bmp180,temperature,22616,13.8
2018/08/25 00:08:48,001e0610bbf9,metsense,htu21d,humidity,47814,85.19
2018/08/25 00:08:48,001e0610bbf9,metsense,htu21d,temperature,24372,18.5
2018/08/25 00:08:48,001e0610bbf9,metsense,tsys01,temperature,9642936,19.47
2018/08/25 00:08:48,001e06113a48,metsense,bmp180,pressure,9991168,959.89
2018/08/25 00:08:48,001e06113a48,metsense,bmp180,temperature,26215,36.8
2018/08/25 00:08:48,001e06113a48,metsense,htu21d,humidity,42798,75.63
2018/08/25 00:08:48,001e06113a48,metsense,htu21d,temperature,25048,20.31
2018/08/25 00:08:48,001e06113a48,metsense,tsys01,temperature,9660762,20.08
2018/08/25 00:08:49,001e06113acb,metsense,bmp180,pressure,10386208,1033.16
2018/08/25 00:08:49,001e06113acb,metsense,bmp180,temperature,27953,47.0
2018/08/25 00:08:49,001e06113acb,metsense,htu21d,humidity,44278,78.45
2018/08/25 00:08:49,001e06113acb,metsense,htu21d,temperature,24620,19.16
2018/08/25 00:08:49,001e06113acb,metsense,tsys01,temperature,9637230,19.28
2018/08/25 00:08:51,001e0610bbff,metsense,bmp180,pressure,9921700,992.17
2018/08/25 00:08:51,001e0610bbff,metsense,bmp180,temperature,NA,19.5
2018/08/25 00:08:51,001e0610bbff,metsense,tsys01,temperature,NA,19.58
2018/08/25 00:08:51,001e0610fb4c,metsense,bmp180,pressure,9922500,992.25
2018/08/25 00:08:51,001e0610fb4c,metsense,bmp180,temperature,NA,19.5
2018/08/25 00:08:51,001e0610fb4c,metsense,tsys01,temperature,NA,19.4
2018/08/25 00:08:52,001e0611536c,metsense,bmp180,pressure,10029408,975.17
2018/08/25 00:08:52,001e0611536c,metsense,bmp180,temperature,26925,41.0
2018/08/25 00:08:52,001e0611536c,metsense,htu21d,humidity,42750,75.54
2018/08/25 00:08:52,001e0611536c,metsense,htu21d,temperature,24864,19.82
2018/08/25 00:08:53,001e0610e540,metsense,bmp180,pressure,9956400,995.64
2018/08/25 00:08:53,001e0610e540,metsense,bmp180,temperature,NA,21.5
2018/08/25 00:08:53,001e0610e540,metsense,tsys01,temperature,NA,19.68
2018/08/25 00:08:53,001e0610eef4,metsense,bmp180,pressure,9909500,990.95
2018/08/25 00:08:53,001e0610eef4,metsense,bmp180,temperature,NA,19.1
2018/08/25 00:08:53,001e0610eef4,metsense,htu21d,humidity,NA,81.08
2018/08/25 00:08:53,001e0610eef4,metsense,htu21d,temperature,NA,19.39
2018/08/25 00:08:53,001e0610eef4,metsense,tsys01,temperature,NA,19.58
2018/08/25 00:08:54,001e0610ee43,metsense,bmp180,pressure,10768896,1003.07
2018/08/25 00:08:54,001e0610ee43,metsense,bmp180,temperature,23425,19.3
2018/08/25 00:08:54,001e0610ee43,metsense,htu21d,humidity,37242,65.03
2018/08/25 00:08:54,001e0610ee43,metsense,htu21d,temperature,25628,21.87
2018/08/25 00:08:54,001e0610ee43,metsense,tsys01,temperature,9721240,22.12
2018/08/25 00:08:55,001e0610ef27,metsense,bmp180,pressure,9935700,993.57
2018/08/25 00:08:55,001e0610ef27,metsense,bmp180,temperature,NA,20.29
2018/08/25 00:08:55,001e0610ef27,metsense,htu21d,temperature,NA,3.09
2018/08/25 00:08:55,001e0610ef27,metsense,tsys01,temperature,NA,19.94
2018/08/25 00:08:56,001e0610f05c,metsense,bmp180,pressure,11076640,1038.04
2018/08/25 00:08:56,001e0610f05c,metsense,bmp180,temperature,23436,19.4
2018/08/25 00:08:56,001e0610f05c,metsense,htu21d,temperature,24664,19.28
2018/08/25 00:08:56,001e0610f05c,metsense,tsys01,temperature,9658502,20.0
2018/08/25 00:08:57,001e061146ba,metsense,bmp180,pressure,10158560,988.62
2018/08/25 00:08:57,001e061146ba,metsense,bmp180,temperature,26807,40.3
2018/08/25 00:08:57,001e061146ba,metsense,htu21d,humidity,43518,77.0
2018/08/25 00:08:57,001e061146ba,metsense,htu21d,temperature,24784,19.6
2018/08/25 00:08:57,001e061146ba,metsense,tsys01,temperature,9676438,20.61
2018/08/25 00:08:58,001e0610bc12,metsense,bmp180,temperature,28858,52.2
2018/08/25 00:08:58,001e0610bc12,metsense,htu21d,humidity,42642,75.33
2018/08/25 00:08:58,001e0610bc12,metsense,htu21d,temperature,24952,20.05
2018/08/25 00:08:58,001e0610bc12,metsense,tsys01,temperature,9658788,20.01
2018/08/25 00:08:58,001e0610e537,metsense,bmp180,pressure,10583776,987.7
2018/08/25 00:08:58,001e0610e537,metsense,bmp180,temperature,23738,21.3
2018/08/25 00:08:58,001e0610e537,metsense,htu21d,humidity,42022,74.15
2018/08/25 00:08:58,001e0610e537,metsense,htu21d,temperature,24772,19.57
2018/08/25 00:08:58,001e0610e537,metsense,tsys01,temperature,9647606,19.63
2018/08/25 00:08:59,001e0610e809,metsense,bmp180,pressure,9931500,993.15
2018/08/25 00:08:59,001e0610e809,metsense,bmp180,temperature,NA,20.5
2018/08/25 00:08:59,001e0610e809,metsense,htu21d,temperature,NA,19.58
2018/08/25 00:08:59,001e0610e809,metsense,tsys01,temperature,NA,-7.66
2018/08/25 00:09:00,001e0610e532,metsense,bmp180,pressure,9955200,995.52
2018/08/25 00:09:00,001e0610e532,metsense,bmp180,temperature,NA,23.1
2018/08/25 00:09:00,001e0610e532,metsense,htu21d,humidity,NA,64.99
2018/08/25 00:09:00,001e0610e532,metsense,htu21d,temperature,NA,22.45
2018/08/25 00:09:00,001e0610e532,metsense,tsys01,temperature,NA,23.04
2018/08/25 00:09:00,001e0610ee36,metsense,bmp180,pressure,10901600,1033.02
2018/08/25 00:09:00,001e0610ee36,metsense,bmp180,temperature,24254,24.7
2018/08/25 00:09:00,001e0610ee36,metsense,htu21d,humidity,38166,66.79
2018/08/25 00:09:00,001e0610ee36,metsense,htu21d,temperature,25552,21.66
2018/08/25 00:09:00,001e0610ee36,metsense,tsys01,temperature,9723982,22.22
2018/08/25 00:09:01,001e0610ee5d,metsense,bmp180,pressure,10954784,1035.26
2018/08/25 00:09:01,001e0610ee5d,metsense,bmp180,temperature,24040,23.3
2018/08/25 00:09:01,001e0610ee5d,metsense,htu21d,humidity,41926,73.96
2018/08/25 00:09:01,001e0610ee5d,metsense,htu21d,temperature,24844,19.76
2018/08/25 00:09:01,001e0610ee5d,metsense,tsys01,temperature,9674076,20.53
2018/08/25 00:09:02,001e061130f4,metsense,bmp180,pressure,10702368,990.19
2018/08/25 00:09:02,001e061130f4,metsense,bmp180,temperature,23130,17.3
2018/08/25 00:09:02,001e061130f4,metsense,htu21d,humidity,42414,74.89
2018/08/25 00:09:02,001e061130f4,metsense,htu21d,temperature,25100,20.45
2018/08/25 00:09:02,001e061130f4,metsense,tsys01,temperature,9678790,20.68
2018/08/25 00:09:03,001e06109416,metsense,bmp180,pressure,10867424,1069.87
2018/08/25 00:09:03,001e06109416,metsense,bmp180,temperature,26658,39.5
2018/08/25 00:09:03,001e06109416,metsense,htu21d,humidity,42818,75.67
2018/08/25 00:09:03,001e06109416,metsense,htu21d,temperature,24960,20.07
2018/08/25 00:09:03,001e06109416,metsense,tsys01,temperature,9638474,19.32
2018/08/25 00:09:03,001e06113ad8,metsense,bmp180,pressure,10174176,1017.17
2018/08/25 00:09:03,001e06113ad8,metsense,bmp180,temperature,28589,50.7
2018/08/25 00:09:03,001e06113ad8,metsense,htu21d,temperature,19188,4.6
2018/08/25 00:09:03,001e06113ad8,metsense,tsys01,temperature,9654854,19.88
2018/08/25 00:09:03,001e0611462f,metsense,bmp180,pressure,9620928,934.4
2018/08/25 00:09:03,001e0611462f,metsense,bmp180,temperature,27446,44.1
2018/08/25 00:09:03,001e0611462f,metsense,htu21d,humidity,41134,72.45
2018/08/25 00:09:03,001e0611462f,metsense,htu21d,temperature,24648,19.24
2018/08/25 00:09:03,001e0611462f,metsense,tsys01,temperature,9644990,19.54
2018/08/25 00:09:04,001e0610ba8f,metsense,bmp180,pressure,9925700,992.57
2018/08/25 00:09:04,001e0610ba8f,metsense,bmp180,temperature,NA,20.4
2018/08/25 00:09:04,001e0610ba8f,metsense,htu21d,humidity,NA,79.71
2018/08/25 00:09:04,001e0610ba8f,metsense,htu21d,temperature,NA,19.83
2018/08/25 00:09:04,001e0610ba8f,metsense,tsys01,temperature,NA,20.35
2018/08/25 00:09:05,001e0610ee41,metsense,bmp180,pressure,9932400,993.24
2018/08/25 00:09:05,001e0610ee41,metsense,bmp180,temperature,NA,19.79
2018/08/25 00:09:05,001e0610ee41,metsense,htu21d,temperature,NA,19.46
2018/08/25 00:09:05,001e0610ee41,metsense,tsys01,temperature,NA,19.39
2018/08/25 00:09:05,001e06113f54,metsense,bmp180,pressure,10109856,1000.86
2018/08/25 00:09:05,001e06113f54,metsense,bmp180,temperature,28005,47.3
2018/08/25 00:09:05,001e06113f54,metsense,htu21d,humidity,44050,78.01
2018/08/25 00:09:05,001e06113f54,metsense,htu21d,temperature,24600,19.11
2018/08/25 00:09:05,001e06113f54,metsense,tsys01,temperature,9636674,19.26
2018/08/25 00:09:06,001e0610ee82,metsense,bmp180,pressure,9915700,991.57
2018/08/25 00:09:06,001e0610ee82,metsense,bmp180,temperature,NA,20.1
2018/08/25 00:09:06,001e0610ee82,metsense,htu21d,humidity,NA,75.82
2018/08/25 00:09:06,001e0610ee82,metsense,htu21d,temperature,NA,20.4
2018/08/25 00:09:06,001e0610ee82,metsense,tsys01,temperature,NA,20.62
2018/08/25 00:09:06,001e06113d22,metsense,bmp180,pressure,9622112,937.49
2018/08/25 00:09:06,001e06113d22,metsense,bmp180,temperature,27654,45.3
2018/08/25 00:09:06,001e06113d22,metsense,htu21d,humidity,46866,83.39
2018/08/25 00:09:06,001e06113d22,metsense,htu21d,temperature,24944,20.03
2018/08/25 00:09:06,001e06113d22,metsense,tsys01,temperature,9645592,19.56
2018/08/25 00:09:07,001e0610b9e9,metsense,bmp180,pressure,10731488,1017.7
2018/08/25 00:09:07,001e0610b9e9,metsense,bmp180,temperature,24492,26.2
2018/08/25 00:09:07,001e0610b9e9,metsense,htu21d,humidity,42762,75.56
2018/08/25 00:09:07,001e0610b9e9,metsense,htu21d,temperature,24696,19.37
2018/08/25 00:09:07,001e0610b9e9,metsense,tsys01,temperature,9660756,20.08
2018/08/25 00:09:08,001e0610ee33,metsense,bmp180,pressure,9923800,992.38
2018/08/25 00:09:08,001e0610ee33,metsense,bmp180,temperature,NA,21.0
2018/08/25 00:09:08,001e0610ee33,metsense,htu21d,humidity,NA,72.4
2018/08/25 00:09:08,001e0610ee33,metsense,htu21d,temperature,NA,20.86
2018/08/25 00:09:08,001e0610ee33,metsense,tsys01,temperature,NA,21.23
2018/08/25 00:09:09,001e061144be,metsense,bmp180,pressure,9995680,985.14
2018/08/25 00:09:09,001e061144be,metsense,bmp180,temperature,27867,46.5
2018/08/25 00:09:09,001e061144be,metsense,htu21d,humidity,39790,69.89
2018/08/25 00:09:09,001e061144be,metsense,htu21d,temperature,25368,21.17
2018/08/25 00:09:09,001e061144be,metsense,tsys01,temperature,9717672,22.0
2018/08/25 00:09:10,001e06113cf1,metsense,bmp180,pressure,10171680,1018.59
2018/08/25 00:09:10,001e06113cf1,metsense,bmp180,temperature,28705,51.3
2018/08/25 00:09:10,001e06113cf1,metsense,htu21d,humidity,41046,72.29
2018/08/25 00:09:10,001e06113cf1,metsense,htu21d,temperature,25088,20.42
2018/08/25 00:09:10,001e06113cf1,metsense,tsys01,temperature,9673590,20.51
2018/08/25 00:09:11,001e0610bc10,metsense,bmp180,pressure,10893888,1035.36
2018/08/25 00:09:11,001e0610bc10,metsense,bmp180,temperature,24438,25.9
